Date,Open,High,Low,Close,Adj Close,Volume
"May 23, 2017",220.31,220.54,219.9,220.36,190.83,1259000
"May 22, 2017",219.26,220.05,219.23,219.93,190.46,1865000
"May 19, 2017",217.88,219.47,217.83,218.71,189.41,2436500
"May 18, 2017",216.33,218.24,216.13,217.36,188.24,2894500
"May 17, 2017",218.61,219.07,216.42,216.57,187.55,3507700
"May 16, 2017",220.88,220.94,220,220.48,190.94,2452500
"May 15, 2017",219.88,220.72,219.83,220.52,190.97,1440600
"May 12, 2017",219.5,219.6,219.12,219.41,190.01,1056500
"May 11, 2017",219.74,219.93,218.62,219.75,190.31,1855700
"May 10, 2017",219.76,220.22,219.55,220.2,190.7,1066900
"May 9, 2017",220.29,220.49,219.44,219.79,190.34,1636900
"May 8, 2017",220.13,220.25,219.57,220.07,190.58,2225000
"May 5, 2017",219.56,220.06,219.12,220.06,190.57,1729700
"May 4, 2017",219.27,219.35,218.31,219.18,189.81,1439100
"May 3, 2017",218.78,219.17,218.24,218.98,189.64,1654600
"May 2, 2017",219.29,219.38,218.77,219.2,189.83,2573000
"May 1, 2017",219.16,219.57,218.65,219.13,189.77,1506700
"Apr 28, 2017",219.33,219.34,218.43,218.6,189.31,1257600
"Apr 27, 2017",219.2,219.36,218.47,219.02,189.67,1154200
"Apr 26, 2017",218.96,219.9,218.81,218.85,189.53,2824500
"Apr 25, 2017",218.41,219.36,218.29,219.01,189.67,1745100
"Apr 24, 2017",217.75,217.95,217.23,217.7,188.53,2366400
"Apr 21, 2017",215.97,216.02,214.93,215.4,186.54,2594400
"Apr 20, 2017",214.98,216.5,214.62,216.03,187.08,2734000
"Apr 19, 2017",215.31,215.7,214.06,214.28,185.57,2032400
"Apr 18, 2017",214.55,215.24,213.98,214.75,185.98,2695900
"Apr 17, 2017",214,215.35,213.8,215.34,186.49,1746900
"Apr 13, 2017",214.5,215.24,213.47,213.47,184.87,1806800
"Apr 12, 2017",215.49,215.69,214.62,214.9,186.11,2002700
"Apr 11, 2017",215.63,215.88,214.25,215.79,186.88,1787300
"Apr 10, 2017",216.06,216.88,215.5,216.06,187.11,1311900
"Apr 7, 2017",215.86,216.64,215.4,215.91,186.98,1835900
"Apr 6, 2017",215.71,216.68,215.22,216.1,187.15,1635500
"Apr 5, 2017",216.89,217.93,215.34,215.54,186.66,2311800
"Apr 4, 2017",215.71,216.25,215.33,216.2,187.23,2481600
